symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
DCUN1D4	0.0030482699984959944	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.025070863414649654	No data	No data	0	0	0	1	0	0.6404099999999999	No data	-0.3864346738903939	No data	0	No data	No data	0	-1	-1
S100A8	0.0030461689447159306	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02505358304500628	No data	No data	0	1	0	0	0	0	No data	0.8073556991039801	No data	0	No data	No data	0	0.5	-1
SAMD15	0.003043423329727444	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.025031001404141287	No data	No data	0	0	0	0	0	0	No data	0.30912690143779953	No data	0	No data	No data	0	0.5	0
KHDC1	0.0030419402392584554	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02501880354811215	No data	No data	0	0	0	0	0	0	No data	0.8149614503021463	No data	0	No data	No data	-0.1463425000000001	0.5	0
FGF13	0.003041897571711959	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.025018452623741614	No data	No data	0	0	0	0	0	0.9795900000000003	No data	-0.6214836424255052	-0.7115330947604803	0	No data	No data	-0.1224499999999999	0.5	-1
DYNLT5	0.003038527586129581	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024990735771793848	No data	No data	No data	No data	0	0	0	0	No data	0.6590956449260263	No data	0	No data	No data	0	0.5	0
PENK	0.0030305944600733945	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.021885834833857948	No data	No data	0	1	0	0	0	0.13857500000000017	No data	0.3985205251093977	-0.6532164530709608	0	No data	No data	0	0.75	0
ENSG00000270190	0.003028286059962054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02490650310742018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZFP64	0.0030260279447624273	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024887930967231707	No data	No data	0	0	0	0	0	0.3538899999999998	No data	-0.18628881016878518	No data	0	No data	No data	0	-1	-1
SSTR1	0.003025445210844372	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024883138201999673	No data	1	0	0	1	1	0	0.9360599999999998	0	-0.45301104396749325	-0.12511711754295884	0	No data	No data	0	0.5	0
REXO2	0.003025208280462497	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02488118953956305	No data	No data	0	0	0	0	0	0.7046399999999998	No data	-0.1708689310272974	-0.20412040524357522	0	No data	No data	No data	-1	-1
PYGB	0.00302252460685001	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024859117342998647	No data	No data	0	0	0	1	0	0.780545	No data	-0.024901021046051297	No data	0	No data	No data	-0.5877825000000001	-1	-1
CACNG2	0.0030214212336131256	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024850042517038033	No data	1	0	0	1	1	0	0.93808	No data	-0.6581579495728277	-0.7339496174547255	0	No data	No data	-0.34984499999999985	1	0.5
TMEM183A	0.003016717999472641	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02481136020188833	No data	No data	1	0	0	0	0	0.6675550000000001	No data	-0.5907480725151073	0	-1	No data	No data	No data	-1	-1
ENSG00000278991	0.0030148697315393437	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024796158899860542	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ASNSD1	0.0030119450803777984	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024772104754446005	No data	No data	0	0	0	0	0	0	No data	0.5915815794957282	-0.7307606983319117	0	No data	No data	0	-1	-1
NRP2	0.003009320515429735	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024750518704204975	No data	No data	1	1	0	0	0	0.7300199999999997	No data	-0.5284434257136903	-0.8647916338621311	0	No data	No data	0	0.5	-1
USP15	0.003006998952212342	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024731424728159392	No data	No data	0	0	0	0	0	0.8827750000000002	No data	-0.8767451552406751	-0.7805035500700976	0	No data	No data	0	0.5	-1
TRIP11	0.003006998952212342	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024731424728159392	No data	No data	0	0	0	0	0	0.14603499999999983	No data	-0.4929151906647218	-0.8939742393262636	0	No data	No data	No data	-1	-1
NANS	0.003006258103580064	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02472533152943358	No data	No data	0	0	0	0	0	0.7353749999999998	No data	No data	-0.6680351224714933	0	No data	No data	No data	-1	-1
TMEM50A	0.0030027039851461806	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024696100254691076	No data	No data	1	0	0	0	0	0.5859850000000002	No data	-0.20566784746822253	No data	0	No data	No data	-0.219745	-1	-1
MYLIP	0.003001815071931101	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024688789280986733	No data	No data	1	0	0	0	0	0.80899	No data	-0.4500937695353199	-0.15555833574473904	0	No data	No data	0	-1	-1
CDC42BPA	0.0029994553190349155	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02466938120933239	No data	No data	1	0	1	1	0	0.7092350000000003	No data	-0.7818295478224631	No data	0	No data	No data	-0.01653249999999993	-1	-1
DYNC1LI1	0.002999198889214674	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024667272171418463	No data	No data	0	0	0	0	0	0.7323149999999998	No data	-0.7182746405501146	-0.837073111732573	0	No data	No data	-0.053537500000000016	-1	-1
DNAJC27	0.002998042679136344	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024657762782497285	No data	No data	0	0	0	0	0	0.6703299999999999	No data	-0.020837674515524096	No data	0	No data	No data	0	0.5	-1
REX1BD	0.002994230624638242	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024626410081556003	No data	No data	0	0	0	0	0	0	No data	0.5716816003334029	-0.15946918669427324	0	No data	No data	No data	-1	0
DHRS7B	0.0029933158620864867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02461888650687161	No data	No data	1	0	0	0	0	0	No data	0.6114815586580538	-0.56935630217921	0	No data	No data	0	-1	-1
PANK4	0.0029932213289900543	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024618109008044408	No data	No data	0	0	0	0	0	0.6119	No data	-0.7501562825588665	-0.6016413750328727	0	No data	No data	0	-1	0
EIF4E3	0.0029899823580705324	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024591469701956886	No data	No data	0	0	0	0	0	0.375	No data	-0.12450510523025626	0	0	No data	No data	0	-1	-1
UBE2Q2	0.002987876921608611	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024574153286419185	No data	No data	0	0	0	0	0	0.786665	No data	0.04188372577620347	0	0	No data	No data	-0.37333250000000007	-1	-1
EGR4	0.0029873010810841	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024569417216731868	No data	No data	0	0	0	0	0	0.2592599999999997	No data	0.14107105647009788	0	0	No data	No data	0	1	0.5
CADPS	0.0029867558891499353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02456493322006394	No data	No data	0	0	0	0	0	No data	No data	-0.5800166701396124	-0.6275871639027014	0	No data	No data	No data	0.5	0
GOLGB1	0.0029857759470263536	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024556873568147702	No data	No data	0	0	0	0	0	0	No data	-0.6009585330277141	-0.08467737040303486	0	No data	No data	No data	-1	-1
TULP4	0.002983078540495379	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02453468842354266	No data	No data	0	0	0	0	0	0.7245600000000003	No data	-0.9555115649093561	-0.955293200167871	0	No data	No data	0	-1	-1
SULF2	0.002977675442933654	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024490249997467257	No data	No data	0	1	0	0	0	0.6954	No data	-0.5707439049802042	-0.7732152423597102	0	No data	No data	-0.10344750000000005	-1	-1
MAT2B	0.002975998963014277	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024476461586631977	No data	No data	1	0	0	0	1	0.7155700000000003	No data	-0.2892269222754741	No data	0	No data	No data	No data	-1	-1
CPTP	0.0029730265541142286	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02445201465195022	No data	No data	0	0	0	0	0	0	No data	0.5599083142321317	No data	0	No data	No data	0	-1	-1
ZNF33A	0.0029713959089777936	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02443860321480276	No data	No data	0	0	0	0	0	No data	No data	0.06595123984163376	No data	0	No data	No data	-0.7194825000000001	-1	-1
ENSG00000278291	0.002968250122727829	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024412730317243336	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACOX1	0.0029624768562353703	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02436524739225302	No data	No data	0	0	0	1	0	0.40151499999999984	No data	-0.5454261304438425	-0.9201349045104215	0	-1	No data	0	0.5	-1
GDPD1	0.002957163031474551	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024321543201071265	No data	No data	0	0	0	0	0	0.5859850000000002	No data	-0.2717232756824338	No data	0	No data	No data	0	0.5	0
SAR1B	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0.9494950000000003	No data	0.09814544696811844	-0.8614820353438526	0	No data	No data	-0.747475	-1	-1
MTA2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0.92515	No data	-0.6743071473223587	-0.8884801102258699	0	No data	No data	-0.07560000000000003	-1	-1
TNFSF10	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	1	1	0	1	0	0	0	-0.327672431756616	-0.7404799374577559	0	No data	No data	0	-1	-1
HNRNPC	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0.8976100000000002	No data	-0.7634923942488019	-0.7963879467785456	-1	No data	No data	-0.7696249999999999	-1	-1
CLN3	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	1	0	0	0	0	0.29223500000000013	No data	-0.007188997707855749	-0.8719538629126927	0	No data	No data	No data	-1	-1
PRKCD	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	1	0	0	1	1	0	0.5192300000000003	No data	-0.921233590331319	-0.8974272034533406	0	-1	No data	-0.11982250000000008	-1	-1
ABAT	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	1	0	0	0	1	0	0.5299999999999997	No data	-0.4151906647218171	-0.022060910089015118	0	No data	No data	0	0.5	-1
CHIT1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	1	1	1	1	0	No data	0.4878099604084185	0	0	No data	No data	0	0.5	0
SORBS3	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	1	0	0	0	0	0.07600499999999996	No data	-0.13429881225255258	No data	0	No data	No data	0	-1	-1
PDE4A	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	1	1	0	1	1	1	0	0	-0.7453636174202959	No data	0	-1	No data	0	-1	-1
TRIML2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	1	0	0	0	0	0	No data	0.44113356949364446	No data	0	No data	No data	0	0.75	0.5
GMCL2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0.22053000000000011	No data	No data	0	0	No data	No data	-0.7195824999999999	1	1
LARP6	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0.5621200000000002	No data	-0.47978745571994164	-0.10006653173107727	0	No data	No data	0	0.5	0
TPH1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	1	0	0	1	1	0	0.5045050000000003	No data	0.030318816420087602	-0.8348037611279798	0	No data	No data	-0.29054	0.75	0.5
SYP	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0.7603850000000001	No data	-0.6450302146280475	0	0	No data	No data	0	0.5	0
PKIB	0.002949932540880932	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02426207516110664	No data	No data	No data	No data	0	0	0	0	No data	0.7592206709731193	No data	0	No data	No data	0	0.5	0
SARAF	0.00294924724038392	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024256438824703675	No data	No data	0	0	0	0	0	0	No data	-0.10147947489060216	No data	0	No data	No data	No data	-1	-1
FGF9	0.0029477756457244337	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024244335517343136	No data	No data	0	1	0	0	0	0.9759599999999999	No data	-0.7236924359241509	-0.966966381685865	0	No data	No data	-0.2548075000000001	0.5	0
TUBB2A	0.0029449989738162116	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024221498445104562	No data	1	0	0	1	1	0	1	No data	-0.6755574077932902	-0.25526967417387053	0	No data	No data	-0.9887650000000001	0.75	-1
SNX30	0.002942893127672555	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02420417866009014	No data	No data	0	0	0	0	0	0.7597250000000002	No data	-0.5546988956032507	No data	0	No data	No data	0	-1	-1
DYNC2LI1	0.0029384701759484905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024167801561401917	No data	No data	0	0	0	0	0	0.24501500000000007	No data	0.2694311314857263	-0.8279660897086052	0	No data	No data	No data	-1	-1
EPOR	0.002936410005149897	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024150857438759287	No data	1	1	0	0	1	0	0.06495999999999995	No data	-0.31569076891018966	-0.9544269809368163	0	No data	No data	0	-1	-1
DLST	0.0029361066233284643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024148362238461615	No data	No data	No data	0	0	0	0	0	0.59161	No data	-0.5609501979579079	-0.022060910089015118	0	No data	No data	0	-1	-1
RGS2	0.002931848720525083	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024113342604482637	No data	No data	0	0	0	0	0	0.8104250000000001	No data	0.5530318816420088	-0.8877651509625275	0	-1	No data	0	-1	-1
GJB6	0.002924497987026997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02405288561228085	No data	No data	0	0	0	0	0	0.7701149999999999	No data	0.7819337361950407	-0.8013962031433713	0	No data	No data	-0.1570875000000001	0.5	0
PTPRM	0.002924369489284703	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024051828767136647	No data	No data	1	0	0	1	0	0.8634799999999998	No data	-0.8464263388205876	-0.7070379332925244	0	-1	No data	-0.11603999999999992	-1	-1
DHX36	0.002921748069012943	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024030268580664284	No data	No data	0	0	0	0	0	0.5982149999999997	No data	-0.6952490102104605	No data	-1	No data	No data	0	-1	-1
TMEM181	0.0029197405593101903	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02401375757554133	No data	No data	0	0	0	0	0	0.5263150000000003	No data	-0.4688476765992915	-0.11718971696957875	0	No data	No data	No data	-1	-1
HMG20A	0.0029191566729289743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024008955331737355	No data	No data	0	0	0	0	0	0.27954000000000007	No data	-0.5849135236507605	0	0	No data	No data	0	-1	-1
NEUROD6	0.002916543127660143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02398745991417421	No data	No data	0	0	0	0	0	0.91098	No data	-0.6076265888726817	No data	0	No data	No data	0	1	1
NRBF2	0.002914060431137022	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02396704067786578	No data	No data	0	0	0	0	0	0.40766500000000006	No data	0.18222546363825787	-0.7466599561885767	0	No data	No data	No data	-1	-1
IFIT1	0.002911825035384915	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023948655396507364	No data	No data	0	0	0	0	0	No data	No data	0.6327359866638884	-0.7896692621955467	0	No data	No data	-0.1684100000000001	-1	-1
ADD3	0.0029079575421099204	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023916846732674333	No data	No data	1	0	0	0	0	0.6104799999999997	No data	-0.8299645759533236	0	0	No data	No data	0	-1	-1
ACO1	0.0029074401893867045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023912591702946868	No data	No data	0	0	0	0	0	0.6681649999999998	No data	0.027714107105647035	0	0	No data	No data	-0.029809999999999982	0.5	-1
PPFIA1	0.002903823431278213	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.02084319125260473	No data	No data	0	0	0	0	0	0.7920149999999999	No data	-0.9946863929985413	0	0	No data	No data	-0.24916750000000007	-1	-1
SCAMP5	0.0028999155602197732	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02385070448489102	No data	No data	1	0	0	0	0	0.93617	No data	-0.46624296728485104	-0.6874630589379044	0	No data	No data	0	0.5	0
ZBTB21	0.0028897208677490056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02376685700989206	No data	No data	0	0	0	0	0	0.2729849999999999	No data	-0.826838924775995	No data	0	No data	No data	0	0.5	-1
ZWILCH	0.0028868366664820413	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02374313554950302	No data	No data	0	0	0	0	0	0.035535000000000136	No data	0.14044592623463226	0	0	No data	No data	No data	0.5	-1
RPGRIP1L	0.002885973892083558	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023736039557641173	No data	No data	1	0	0	0	0	0.09885999999999981	No data	0.058241300270889695	-0.9886649767471029	0	No data	No data	0	0.5	-1
GSKIP	0.0028853740215095255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02373110584991993	No data	No data	0	0	0	0	0	0.6762599999999999	No data	0.07918316315899143	-0.7518862307431609	0	No data	No data	No data	-1	-1
HACE1	0.002882214918854564	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023705123429985184	No data	No data	0	0	0	0	0	0.8569850000000002	No data	-0.46603459053969576	-0.6440911370661812	0	No data	No data	0	0.5	-1
CCDC136	0.002882095510093797	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02370414133826326	No data	No data	1	0	0	0	0	0	No data	-0.23056886851427383	0	0	No data	No data	0	0.75	0
TUBB2B	0.002879913783366537	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	0.009634478191404809	No data	1	0	0	1	1	0	1	No data	-0.8603875807459888	-0.8100362853664372	0	No data	No data	-0.9887650000000001	1	0
SMARCC2	0.002878186203028452	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023671988771879857	No data	No data	0	0	0	0	0	0.7108449999999997	No data	-0.9683267347364034	-0.8253231772570743	0	No data	No data	0	-1	-1
ETNK1	0.002877012309551664	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02366233394372014	No data	No data	1	0	0	0	0	0.13222999999999985	No data	-0.6785788705980413	0	0	No data	-1	0	-1	-1
ENSG00000279166	0.002874310120668402	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02364010946608323	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
DCBLD1	0.002873539550835674	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02363377182176783	No data	No data	0	0	0	0	0	0	No data	-0.14773911231506565	No data	0	No data	No data	0	-1	0
IFT22	0.0028714055499185474	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023616220474431005	No data	No data	0	0	0	0	0	0.5135150000000003	No data	-0.21952490102104605	No data	0	No data	No data	No data	-1	-1
GNPTAB	0.0028687098243293787	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023594049154934117	No data	No data	0	0	0	0	0	0.28344000000000025	No data	-0.11252344238382994	-0.9480880876365788	0	No data	No data	No data	-1	-1
TMEM163	0.002866353688330098	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02357467083088361	No data	No data	0	0	0	0	0	0.5674750000000003	No data	-0.07407793290268805	-0.6635717526820012	0	No data	No data	No data	0.5	0
PTCH1	0.002860951040406148	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023530236102908192	No data	No data	0	0	0	0	0	0.7753950000000003	No data	-0.9916649301937903	-0.9614678319968469	0	No data	-1	0	0.5	0
